20040419000000000,1.20161,1.20781,1.20001,1.20211,7536
20040420000000000,1.20211,1.20241,1.18401,1.18671,6800
20040421000000000,1.18671,1.19161,1.18151,1.18411,8348
20040422000000000,1.18411,1.19161,1.17771,1.19031,7128
20040423000000000,1.19031,1.19441,1.17981,1.18361,7812
20040426000000000,1.18221,1.18851,1.17591,1.18651,7933
20040427000000000,1.18651,1.19481,1.18311,1.19241,7032
20040428000000000,1.19241,1.19531,1.18201,1.18421,7072
20040429000000000,1.18421,1.19841,1.18041,1.19611,8518
20040430000000000,1.19611,1.20131,1.19181,1.19811,6773
