20160301070100000,48.180000,48.700000,47.790000,48.160000,1
20160301070200000,48.160000,48.720000,48.140000,48.610000,1
20160301070300000,48.610000,48.900000,48.390000,48.750000,1
20160301070400000,48.750000,48.870000,48.370000,48.630000,1
20160301070500000,48.630000,48.820000,48.240000,48.740000,1
20160301070600000,48.740000,49.050000,48.635000,49.030000,1
20160301070700000,49.030000,49.200000,48.940000,49.070000,1
20160301070800000,49.070000,49.350000,48.860000,49.320000,1
20160301070900000,49.320000,49.920000,49.500000,49.910000,1
20160301071000000,49.910000,50.190000,49.870000,50.130000,1
20160301071100000,50.130000,50.120000,49.200000,49.530000,1
20160301071200000,49.530000,49.660000,48.900000,49.500000,1
20160301071300000,49.500000,49.880000,49.430000,49.750000,1
20160301071400000,49.750000,50.190000,49.725000,50.030000,1
20160301071500000,50.030000,50.360000,49.260000,50.310000,1
20160301071600000,50.310000,50.570000,50.090000,50.520000,1
