20040408000000000,1.21731,1.22191,1.20621,1.20861,1
20040409000000000,1.20861,1.21071,1.20631,1.20871,1
20040412000000000,1.20871,1.20991,1.20531,1.20771,1
20040413000000000,1.20771,1.20831,1.19031,1.19441,1
20040414000000000,1.19441,1.19731,1.18681,1.19591,1
20040415000000000,1.19591,1.19921,1.18901,1.19831,1
20040416000000000,1.19831,1.20471,1.19241,1.19901,1
20040419000000000,1.20161,1.20781,1.20001,1.20211,7536
20040420000000000,1.20211,1.20241,1.18401,1.18671,6800
20040421000000000,1.18671,1.19161,1.18151,1.18411,8348
20040422000000000,1.18411,1.19161,1.17771,1.19031,7128
20040423000000000,1.19031,1.19441,1.17981,1.18361,7812
20040426000000000,1.18221,1.18851,1.17591,1.18651,7993
