20040409000000000,23.94,24.20,23.85,23.89,1
20040409000000000,23.85,24.07,23.72,23.95,1
20040409000000000,23.94,24.04,23.64,23.67,1
20040409000000000,23.73,23.87,23.37,23.78,1
20040409000000000,23.60,23.67,23.46,23.50,1
20040409000000000,23.46,23.59,23.18,23.32,1
20040409000000000,23.53,23.80,23.40,23.75,1
20040409000000000,23.73,23.80,23.57,23.79,1
20040409000000000,24.09,24.30,24.05,24.14,1
20040409000000000,23.95,24.15,23.77,23.81,1
20040409000000000,23.92,24.05,23.60,23.78,1
20040409000000000,24.04,24.06,23.84,23.86,1
20040409000000000,23.83,23.88,23.64,23.70,1
20040409000000000,24.05,25.14,23.94,24.96,1
20040409000000000,24.89,25.20,24.74,24.88,1
20040409000000000,24.95,25.07,24.77,24.96,1
20040409000000000,24.91,25.22,24.90,25.18,1
20040409000000000,25.24,25.37,24.93,25.07,1
20040409000000000,25.13,25.36,24.96,25.27,1
20040409000000000,25.26,25.26,24.93,25.00,1
20040409000000000,24.74,24.82,24.21,24.46,1
20040409000000000,24.36,24.44,24.21,24.28,1
