20040409000000000,1.20861,1.21071,1.20631,1.20871,1
20040412000000000,1.20871,1.20991,1.20531,1.20771,1
20040413000000000,1.20771,1.20831,1.19031,1.19441,1
20040414000000000,1.19441,1.19731,1.18681,1.19591,1
20040415000000000,1.19591,1.19921,1.18901,1.19831,1
20040416000000000,1.19831,1.20471,1.19241,1.19901,1
20040419000000000,1.20161,1.20781,1.20001,1.20211,7536
20040420000000000,1.20211,1.20241,1.18401,1.18671,6800
20040421000000000,1.18671,1.19161,1.18151,1.18411,8348
20040422000000000,1.18411,1.19161,1.17771,1.19031,7128
20040423000000000,1.19031,1.19441,1.17981,1.18361,7812
20040426000000000,1.18221,1.18851,1.17591,1.18651,7933
20040427000000000,1.18651,1.19481,1.18311,1.19241,7032
20040428000000000,1.19241,1.19531,1.18201,1.18421,7072
20040429000000000,1.18421,1.19841,1.18041,1.19611,8518
20040430000000000,1.19611,1.20131,1.19181,1.19811,6773
20040503000000000,1.19811,1.20011,1.19191,1.19441,5765
20040504000000000,1.19441,1.21191,1.19251,1.20971,6967
20040505000000000,1.20971,1.21811,1.20951,1.21741,7121
