20040409000000000,10520.00,10520.00,10520.00,10520.00,1
20040412000000000,10510.00,10510.00,10510.00,10510.00,1
20040413000000000,10515.00,10515.00,10515.00,10515.00,1
20040414000000000,10517.00,10517.00,10517.00,10517.00,1
20040415000000000,10517.00,10517.00,10517.00,10517.00,1
20040416000000000,10510.00,10510.00,10510.00,10510.00,1
20040419000000000,10518.00,10518.00,10518.00,10518.00,1
20040420000000000,10511.00,10511.00,10511.00,10511.00,1
20040421000000000,10512.00,10512.00,10512.00,10512.00,1
20040422000000000,10515.00,10515.00,10515.00,10515.00,1
20040423000000000,10520.00,10520.00,10520.00,10520.00,1
20040426000000000,10520.00,10520.00,10520.00,10520.00,1
20040427000000000,10530.00,10530.00,10530.00,10530.00,1
20040428000000000,10540.00,10540.00,10540.00,10540.00,1
20040429000000000,10545.00,10545.00,10545.00,10545.00,1
20040430000000000,10549.00,10549.00,10549.00,10549.00,1
20040430000000000,10527,10527,10527,10527,1
