20160301070100000,11045.27,11045.27,11045.27,11045.27,1
20160301070200000,11167.32,11167.32,11167.32,11167.32,1
20160301070300000,11008.61,11008.61,11008.61,11008.61,1
20160301070400000,11151.83,11151.83,11151.83,11151.83,1
20160301070500000,10926.77,10926.77,10926.77,10926.77,1
20160301070600000,10868.12,10868.12,10868.12,10868.12,1
20160301070700000,10520.32,10520.32,10520.32,10520.32,1
20160301070800000,10380.43,10380.43,10380.43,10380.43,1
20160301070900000,10785.14,10785.14,10785.14,10785.14,1
20160301071000000,10748.26,10748.26,10748.26,10748.26,1
20160301071100000,10896.91,10896.91,10896.91,10896.91,1
20160301071200000,10782.95,10782.95,10782.95,10782.95,1
20160301071300000,10620.16,10620.16,10620.16,10620.16,1
20160301071400000,10625.83,10625.83,10625.83,10625.83,1
20160301071500000,10510.95,10510.95,10510.95,10510.95,1
20160301071600000,10444.37,10444.37,10444.37,10444.37,1
