201710101010000,32.119999,32.349998,31.139999,31.4,1
201710101020000,31.549999,32.330002,31.530001,32.200001,1
201710101030000,31.67,32.459999,31.6,32.16,1
201710101040000,30.969999,31.190001,30.02,30.16,1
201710101050000,30.51,31.540001,30,30.629999,1
201710101060000,30.65,30.75,29.74,30.17,1
201710101070000,30.58,30.969999,30.209999,30.690001,1
201710101080000,30.889999,31.17,29.33,29.440001,1
201710101090000,29.690001,30.57,28.709999,30.32,1
201710101100000,29.280001,29.77,28.59,29.139999,1
201710101110000,29.84,30,29.309999,29.74,1
201710101120000,28.98,29.110001,27.440001,28.780001,1
201710101130000,28.75,29.799999,28.190001,29.309999,1
201710101140000,29.969999,30.52,29.309999,29.75,1
201710101150000,29.959999,30.389999,29.66,29.780001,1
201710101160000,29.76,30.190001,29.620001,29.98,1
201710101160000,29.9,30.530001,29.450001,29.690001,1
201710101160000,30.59,30.629999,28.6,28.75,1
201710101160000,29.1,29.51,28.51,29.51,1
201710101160000,29.27,29.790001,28.790001,29.57,1
201710101160000,29.32,30.23,28.129999,29.059999,1
201710101160000,28.450001,28.610001,26.57,27.68,1
201710101160000,27.91,29.23,27.709999,29.15,1
201710101160000,29.059999,29.139999,27.73,27.969999,1
201710101160000,27.610001,27.969999,26.48,27.049999,1
201710101160000,26.639999,27.690001,26.51,26.82,1
201710101160000,27.110001,27.809999,26.84,27.1,1
201710101160000,26.459999,26.969999,26.15,26.76,1
201710101160000,27.120001,27.32,26.719999,27.040001,1
201710101160000,27.98,29.440001,27.940001,29.280001,1
