20171002000000000,1.17884,1.18151,1.17302,1.17320,1
20171003000000000,1.17320,1.17737,1.16961,1.17440,1
20171004000000000,1.17440,1.17879,1.17350,1.17584,1
20171005000000000,1.17584,1.17789,1.16991,1.17107,1
20171006000000000,1.17107,1.17391,1.16691,1.17335,1
20171009000000000,1.17277,1.17562,1.17195,1.17400,1
20171010000000000,1.17400,1.18256,1.17390,1.18076,1
20171011000000000,1.18076,1.18692,1.17952,1.18580,1
20171012000000000,1.18580,1.18803,1.18270,1.18296,1
20171013000000000,1.18296,1.18751,1.18053,1.18176,1
20171016000000000,1.18104,1.18197,1.17805,1.17955,1
20171017000000000,1.17955,1.18001,1.17361,1.17659,1
20171018000000000,1.17659,1.18054,1.17302,1.17875,1
20171019000000000,1.17875,1.18581,1.17680,1.18509,1
20171020000000000,1.18509,1.18580,1.17625,1.17773,1
20171023000000000,1.17641,1.17774,1.17249,1.17493,1
20171024000000000,1.17493,1.17929,1.17428,1.17618,1
20171025000000000,1.17618,1.18178,1.17531,1.18128,1
20171026000000000,1.18128,1.18369,1.16404,1.16500,1
20171027000000000,1.16500,1.16569,1.15742,1.16055,1
