20160301070100000,57.5700,57.9342,56.5199,57.5657,1
20160301070200000,57.5657,58.4620,57.0677,57.6653,1
20160301070300000,57.6653,57.7649,56.4403,56.9183,1
20160301070400000,56.9183,59.8763,57.5258,58.4720,1
20160301070500000,58.4720,59.0198,57.5756,58.7409,1
20160301070600000,58.7409,60.1751,57.8943,60.0058,1
20160301070700000,60.0058,60.2946,58.0139,58.4521,1
20160301070800000,58.4521,59.8564,58.4322,59.1791,1
20160301070900000,59.1791,59.7767,58.4521,58.6712,1
20160301071000000,58.6712,59.7269,58.5816,58.8704,1
20160301071100000,58.8704,59.5994,58.5417,59.2986,1
20160301071200000,59.2986,62.9637,59.6173,62.5653,1
20160301071300000,62.5653,62.2666,61.3602,62.0176,1
20160301071400000,62.0176,63.0633,61.2507,62.0474,1
20160301071500000,62.0474,63.7406,62.1869,62.5155,1
20160301071600000,62.5155,62.7446,61.0216,62.3661,1
20160301071700000,62.3661,63.4816,61.5694,63.4019,1
20160301071800000,63.4019,63.2326,60.7926,61.8981,1
20160301071900000,61.8981,62.1371,60.3444,60.5436,1
20160301072000000,60.5436,60.5037,58.2031,59.0895,1
20160301072100000,59.0895,59.8862,58.9102,59.0098,1
20160301072200000,59.0098,60.3245,59.0905,59.3883,1
20160301072300000,59.3883,59.7070,58.5915,59.2090,1
20160301072400000,59.2090,62.2168,59.4401,59.6572,1
20160301072500000,59.6572,59.7368,57.3267,59.0696,1
20160301072600000,59.0696,59.9360,59.1094,59.8962,1
20160301072700000,59.8962,59.6470,58.8714,59.2887,1
20160301072800000,59.2887,59.3683,58.2429,59.1194,1
20160301072900000,59.1194,60.2149,58.2628,59.6771,1
20160301073000000,59.6771,61.6989,60.5834,61.4798,1
