20160301070100000,22.27,22.27,22.27,22.27,1
20160301070200000,22.19,22.19,22.19,22.19,1
20160301070300000,22.08,22.08,22.08,22.08,1
20160301070400000,22.17,22.17,22.17,22.17,1
20160301070500000,22.18,22.18,22.18,22.18,1
20160301070600000,22.13,22.13,22.13,22.13,1
20160301070700000,22.23,22.23,22.23,22.23,1
20160301070800000,22.43,22.43,22.43,22.43,1
20160301070900000,22.24,22.24,22.24,22.24,1
20160301071000000,22.29,22.29,22.29,22.29,1
20160301071100000,22.15,22.15,22.15,22.15,1
20160301071200000,22.39,22.39,22.39,22.39,1
20160301071300000,22.38,22.38,22.38,22.38,1
20160301071400000,22.61,22.61,22.61,22.61,1
20160301071500000,23.36,23.36,23.36,23.36,1
20160301071600000,24.05,24.05,24.05,24.05,1
