20170710000000000,1.13957,1.14896,1.13705,1.14653,1298
20170717000000000,1.14732,1.16828,1.14347,1.16633,1491
20170724000000000,1.16599,1.17768,1.16126,1.17492,1606
20170731000000000,1.17458,1.19103,1.17232,1.17731,1459
20170807000000000,1.17712,1.18476,1.16887,1.1821,1392
20170814000000000,1.18149,1.18386,1.16621,1.17587,1654
20170821000000000,1.17575,1.19417,1.17309,1.19196,1335
20170828000000000,1.19431,1.20704,1.1823,1.18613,1711
20170904000000000,1.18843,1.20924,1.18682,1.20349,1628
20170911000000000,1.20149,1.20296,1.18372,1.19405,1525
20170918000000000,1.19209,1.20343,1.18612,1.19474,1440
20170925000000000,1.1899,1.19365,1.17171,1.18119,1210
