20040419000000000,30.1983,30.1983,29.4072,29.8720,1
20040419000000000,29.8720,30.2776,29.3182,30.2381,1
20040419000000000,30.2381,30.4458,29.9611,30.0996,1
20040419000000000,30.0996,29.3478,28.7443,28.9028,1
20040419000000000,28.9028,29.3477,28.5566,28.9225,1
20040419000000000,28.9225,29.2886,28.4081,28.4775,1
20040419000000000,28.4775,28.8334,28.0818,28.5566,1
20040419000000000,28.5566,28.7346,27.4289,27.5576,1
20040419000000000,27.5576,28.6654,27.6565,28.4675,1
20040419000000000,28.4675,28.8532,27.8345,28.2796,1
20040419000000000,28.2796,28.6356,27.3992,27.4882,1
20040419000000000,27.4882,27.6761,27.0927,27.2310,1
20040419000000000,27.2310,27.2112,26.1826,26.3507,1
20040419000000000,26.3507,26.8651,26.1332,26.3309,1
20040419000000000,26.3309,27.4090,26.6277,27.0333,1
20040419000000000,27.0333,26.9441,26.1332,26.2221,1
20040419000000000,26.2221,26.5189,25.4307,26.0144,1
20040419000000000,26.0144,26.5189,25.3518,25.4605,1
20040419000000000,25.4605,27.0927,25.8760,27.0333,1
20040419000000000,27.0333,27.6860,26.9640,27.4487,1
20040419000000000,27.4487,28.4477,27.1421,28.3586,1
20040419000000000,28.3586,28.5267,28.0123,28.4278,1
20040419000000000,28.4278,28.6654,27.8840,27.9530,1
20040419000000000,27.9530,29.0116,27.9928,29.0116,1
20040419000000000,29.0116,29.8720,28.7643,29.3776,1
20040419000000000,29.3776,29.8028,29.1402,29.3576,1
20040419000000000,29.3576,29.7529,28.7127,28.9107,1
20040419000000000,28.9107,30.6546,28.9290,30.6149,1
20040419000000000,30.6149,30.5951,30.0304,30.0502,1
20040419000000000,30.0502,30.7635,29.3863,30.1890,1
